id,name,meta_description,headline_description,tags,short_description
15af533d-6680-4b64-8aec-357be4a91f95,Ripple Spectrum wave Rug by Just Rugs,"Buy Ripple Spectrum Wave Rug – a plush, high-quality rug with concentric waves in blue, green, and yellow. A bold, modern statement piece that adds color, comfort, and artistic flair to any living space.","Make a statement with the Ripple Spectrum Wave Rug. Featuring vibrant concentric waves in green, and yellow, this plush rug adds artistic flair and a pop of color to any living space.",Made in India|Handmade|Rugs,Plush area Concentric Vibrant modern carpet Artistic High-quality fabric rug Wave
dd1b1313-004f-4c9b-82c1-49007e8b777f,DUBAI BLING EARRINGS - 18K GOLD-PLATED,"Buy DUBAI BLING EARRINGS by Bria Jewels – crafted with thick 18K gold plating on 316L stainless steel. Hypoallergenic, waterproof & tarnish-resistant with a lifetime warranty. Perfect for daily luxury wear.",Statement earrings that don’t whisper - they shout.,Jewellery|Aesthetic,"Hypoallergenic, waterproof, and anti-tarnish - because beauty shouldn't come with compromises."
1d0c4408-73dc-4a88-92fc-8a1b681e2a4d,Hellscar Oversized Tank - Blood Red,"Buy the Hellscar Oversized Tank – Blood Red, crafted from premium 100% cotton with a heavyweight feel. Oversized fit, bold black & red print, and streetwear-ready comfort – a must-have for your vault.","Heavyweight cotton, oversized fit, and a bold Blood Red edge – built for streetwear rebels and gym warriors alike.",High Comfort|Bodyfit,"The Hellscar Oversized Tank in Blood Red brings premium heavyweight cotton, bold design, and an oversized fit built for antiheroes."
d4b861c7-a3d0-497d-9a73-7424ceca8f58,Suzette (Coral),"Buy Suzette (Coral) - inspired by the susegad spirit of old Bombay & Portuguese lanes. A relaxed, explorer-inspired piece that blends timeless charm with effortless comfort.","Compact, durable, and versatile - crafted for explorers who need both style and functionality on the go.",Made in India|Unisex|Handmade,"A versatile one-size travel pouch crafted from premium yarn-dyed canvas with waterproof lining, designed for explorers who value style and utility."
eab1dcf6-498b-419a-b52a-dc506688cc72,PERSONALISED ROUND BRACELET - 18K WHITE/GOLD-PLATED,"Buy the Personalised Round Bracelet – 18K white or gold-plated by BRIA. Add your engraving for a unique touch. Elegant, affordable luxury jewelry—perfect for gifting or cherishing your own story.","Your story, your shine - engraved elegance made to last.",Jewellery|Aesthetic,"A timeless piece made personal — crafted in 18K Gold or White finish, engraved just for you."
dcf33e78-0954-4964-9559-83db9f995c83,SOLID RING - 18K GOLD-PLATED,"Buy SOLID RING by Bria Jewels – crafted with thick 18K gold plating on 316L stainless steel. Hypoallergenic, waterproof & tarnish-resistant with a lifetime warranty. Perfect for daily luxury wear.",Understated elegance meets everyday power.,Jewellery|Aesthetic,"Hypoallergenic, waterproof, and anti-tarnish - because beauty shouldn't come with compromises."
48cf78e5-ecf3-42f7-9285-6e5b1b1e9b69,Distressed Washed Grey Tank,"Shop the Distressed Washed Grey Tank by TOASTD - a premium 300 GSM oversized tank with distressed cuts, inner lining, and a washed grey finish. Designed for comfort, built for bold streetwear style.","A bold, unisex essential crafted from premium 300 GSM fabric, featuring a washed grey finish and raw distressed cuts. Reinforced with an inner lining for the perfect drop, this oversized tank blends streetwear edge with everyday comfort.",Vintage,gym tank top cut sleeve Vintage Vibe Washed Grey Tank Distressed Washed Grey Tank
57095022-52c5-494b-b3c8-436a79459c15,RUSTIC | Vintage Pulse,"Shop the RUSTIC | Vintage Pulse watch – crafted with tigerwood and Hardlex mirror, featuring automatic movement and 3 ATM water resistance. Model GT133-2.","Rustic is raw, bold, and beautifully mechanical — revealing the intricate gears of time in motion.",Luxury ,"Raw, bold, and beautifully mechanical — a vintage soul with a modern heartbeat."
6cf1236a-c104-4769-9656-80b3bc70e772,Classic Hair Tie,"Buy Classic Hair Tie – a chic hair accessory with a polished gold and silver finish. Strong and stylish, this versatile hair tie elevates any hairstyle from casual to classy with ease.","Turn your everyday ponytail into a sleek statement. The Classic Hair Tie, with its glossy gold and silver finish, adds instant elegance to your look. Strong, stylish, and effortlessly chic – it’s the upgrade your hair deserves.",High Performing Hair Care|Non-Basic Bling,Classic Hair Tie Sleek rhinestone 316L stainless steel PVD-plated tarnish-free Sweat-proof waterproof wrist chain Hypoallergenic everyday premium
416d347f-34c7-43ac-8f69-b5971f4a34c3,SNAKE CHAIN (GOLD),"Buy Grytt Snake Chain (Gold) – a 22-inch, 3mm thick chain crafted from recycled 316L stainless steel with 18K gold vermeil. Sleek, flexible, waterproof & anti-tarnish - perfect for solo wear or layering.","The Snake Chain (Gold) is a classic piece that embodies sleek elegance, featuring smooth, flexible links that drape beautifully around the neck.",Jewellery|Aesthetic,men jewellery gold grytt mens accessory stone pendant chain
1952e933-c9f7-4eae-b3ad-326070157632,"DIY Jain Sushi Kit – Authentic Japanese Experience, 100% Vegetarian","Buy Chefling’s Jain Sushi Kit – 100% vegetarian, no onion, no garlic DIY sushi-making kit. Roll authentic Japanese sushi at home in 20 minutes! Serves 4–5, includes all ingredients like rice, nori, soy sauce & sushi mat. Perfect for Jain food lovers.","Roll, slice, and serve Japanese-style sushi at home – completely Jain-friendly and vegetarian. Ready in just 20 minutes!",Shark Tank India,"Roll authentic Japanese sushi at home – Jain-friendly, 100% vegetarian, and ready in just 20 minutes. Serves 4-5!"
b5697945-37ba-42a9-b181-db0b3d4c412c,CARBON | Forged Earth,"Shop the CARBON | Forged Earth chronograph watch – crafted with wood and metal alloy, featuring automatic movement and 3 ATM water resistance. Model GT050-1.","Carbon combines earthy wood textures with modern alloy strength, creating a masculine yet refined chronograph built for timeless appeal.",Luxury ,Bold wooden and metal alloy chronograph watch with automatic movement and masculine appeal.
6e6092c8-6aef-46f7-b537-4b49214e3e82,Golden Bloom Candle Holder Set - Handcrafted Diwali Elegance,"Shop the Golden Bloom Candle Holder Set by Bow Homes — handcrafted metal décor in radiant gold, perfect for Diwali lighting, table centerpieces, and gifting. Made in India with timeless elegance and festive charm.","Light up your home with handcrafted gold - the Bloom Candle Holder Set brings festive warmth, elegance, and glow to every corner.",Made in India|Hand Made,"Bring home the golden glow of festivity with our handcrafted Bloom Candle Holder Set — elegant, radiant, and made to light up every corner."
0231c8c9-6def-49cb-ad3c-f432d209ce15,OVAL RING - 18K GOLD-PLATED,"Buy Oval Ring by Bria Jewels – crafted with thick 18K gold plating on 316L stainless steel. Hypoallergenic, waterproof & tarnish-resistant with a lifetime warranty. Perfect for daily luxury wear.","Timeless shine meets modern durability, crafted for daily dazzle, not just special occasions.",Jewellery|Aesthetic,"Hypoallergenic, waterproof, and anti-tarnish—because beauty shouldn't come with compromises."
7a386248-2887-48fd-b939-1dd3e4c38da5,Strobe Dual Handle Bag - Red,"Meet the Strobe Dual Handle Bag in Red - crafted from upcycled workwear with twin front and scrunched side pockets. Versatile, eco-conscious, and one-of-a-kind. Carry as a shoulder bag or switch to crossbody with ease.","Meet the Strobe Dual Handle Bag - upcycled from pre-loved denim and workwear. With twin front and scrunched side pockets, it keeps essentials handy.",Homegrown Brand|Recycled Materials,Strobe Dual Handle Upcycled denim shoulder bag Convertible crossbody pre-loved denim workwear
3abc8520-9125-4989-94e6-48e11ab1dc41,KANTHA INDIGO HOODIE,"Buy Kantha Indigo Hoodie by Ctrl Plus – crafted from 100% cotton 300 GSM fleece with vintage-wash indigo fabric & bold yellow Kantha stitching. Relaxed fit, embroidered logo & raw streetwear edge.","Cut from premium, heavyweight 300 GSM fleece, its vintage-washed indigo fabric provides the perfect canvas for the intricate details that set it apart.",Made in India|Oversized fit,"East meets West. Tradition meets street. Our kantha indigo hoodie hoodie is a study in contrasts, designed for the modern tastemaker."
60c0b0ce-6049-49bc-a5b9-d1f43f25a80f,The Tokio table lamp,"Buy Modern Tokio Table Lamp – a Japandi-inspired blend of Japanese and Scandinavian design. Minimal, handcrafted, and versatile with a 1–2 week lead time.","A Japandi-inspired table lamp that blends Japanese and Scandinavian design, offering soft ambient light and timeless elegance for any space.",3-D Printed,The Tokio table lamp lighting 3D-printed lamp Designer home decor table lamp
4fcdec7f-b95a-4cd8-8840-a1a8523b306f,PureFlow Diwali Sleep Bundle - Fall Asleep in 5 Minutes,"Buy the PureFlow Diwali Sleep Bundle - achieve deep, uninterrupted sleep in just 5 minutes. Includes FREE noise-isolating earbuds for pure silence and total relaxation. The perfect Diwali gift for calm nights and refreshed mornings. Limited festive offer!","This Diwali, light up your nights with deep, uninterrupted sleep. Includes free noise-isolating earbuds for pure peace.",,Celebrate Diwali with the gift of sleep. The PureFlow Diwali Sleep Bundle helps you fall asleep in 5 minutes - includes noise-isolating earbuds for pure silence and total relaxation.
1a34806b-bc2a-4a62-b057-583ee1fc7df6,Solid Cotton Blend Oversized Coord Set - Lunar,"hop Solid Cotton Blend Oversized Coord Set Lunar - a relaxed, oversized shirt with matching bottoms crafted from cotton-spandex textured fabric. Minimal, versatile, and made in India, this coord set is perfect for modern, effortless styling.","Tokiké’s Lunar Coord Set: elevated minimalism meets comfort. A relaxed, oversized shirt and matching bottoms in textured cotton‑spandex—clean, versatile, effortlessly stylish.",Made in India|High Comfort|Oversized fit,Solid Cotton Blend Oversized Coord Set Lunat men clothing white Korean style
09c44cde-6e4c-41a4-9d92-3fbac5db4e02,"DIY Jain Korean Tteokbokki Kit - Spicy, Authentic & 100% Vegetarian","Buy Jain Korean Tteokbokki Kit from Chefling - 100% vegetarian, no onion, no garlic Korean spicy rice cake kit. Serves 4-5, cooks in 20 minutes, authentic Seoul-style flavor at home.","Bring Seoul’s favourite street snack home - in a Jain-friendly, all-veg avatar. Serves 4-5, ready in just 20 minutes!",Shark Tank India,"Experience authentic Korean street food with a Jain twist! 100% vegetarian spicy rice cakes kit – serves 4-5, ready in 20 minutes."
f58719af-a139-4e3d-9d1d-5a6846dc45de,DIY Decoupage Shells Kit,"Buy DIY Decoupage Shells Kit - transform seashells into elegant trinket trays with ease. A fun, beginner-friendly craft for jewellery, makeup, or gifting. Stylish, unique, and only on Toastd.","Craft chic trinket trays with our DIY Decoupage Shells Kit! 🐚✨ No painting skills needed-just create stylish, functional dishes for jewellery, makeup, or gifting.",DIY Kit,seashell craft kit handmade shell tray kit unique DIY gift kit creative gift for her
63fc9200-4566-48ed-b41b-c941af5d800b,Vortex Optical Illusion B&G Rug,"Buy Vortex Optical Illusion B&G Rug by Just Rugs – a bold black & white checkerboard rug with a spiraling vortex design. A modern, high-quality statement piece to elevate any contemporary interior.",A mesmerizing optical illusion piece featuring a bold black and white checkerboard pattern that spirals into a captivating vortex.,Made in India|Handmade|Rugs,Rug just rugs co black and white visual effect
a54661ac-1dca-4a97-9c26-7ad2fd7dc04d,ONYX STONE PENDANT WITH CHAIN (GOLD),"Buy Grytt Onyx Stone Pendant with Chain – crafted from recycled 316L stainless steel with 18K gold vermeil. Featuring a bold black onyx symbolizing strength & focus. Waterproof, anti-tarnish & built to last.","The Onyx Stone Pendant with Chain stands for focus, strength, and silent power.",Jewellery|Aesthetic,men jewellery pendant stone chain gold grytt
caa29adf-3315-4919-aa00-102b8ca85ebd,Dark Veil Full Sleeve - Compression,"Buy Dark Veil Full Sleeve - Compression by Gymbaby – India’s first fade-proof & stretch-proof compression wear. Built with high-performance fabric, lasting prints & an exclusive antihero edge.","Built for the Antiheroes: Prints that last, Fabric that performs, and a price that fits.",High Comfort|Bodyfit,"Dark Veil Full Sleeve - Compression by gymbaby is a premium compression shirt. Truly exclusive, yet won't make you overpay"
3262c7d3-d6d7-48a5-906d-0cdd21897de6,Not Just a Rug. It’s a Hello Kitty Statement.,"Shop the Hello Kitty Custom Aesthetic Rug – a hand-tufted, premium wool carpet with soft & fluffy texture, non-slip backing, and customizable size. Perfect for kids’ rooms, dorms, or anyone who loves cute & cozy vibes. Free shipping available.","A hand-tufted Hello Kitty rug crafted in premium wool — soft, fluffy, and irresistibly aesthetic.",Made in India|Rugs,"Cute meets cozy with this handmade Hello Kitty rug. Crafted from premium wool with a soft, fluffy finish and non-slip backing. Perfect for kids’ rooms, dorms, or anyone who loves playful aesthetic vibes."
81cccdb8-4109-4600-aa02-dce3960286fd,Droid sipper flask,"Buy Stotodo Vacuum Flask 800ml – the Droid sipper flask with one-hand lift, click & sip design. Double-wall insulated stainless steel keeps drinks hot/cold, BPA-free straw & spill-proof convenience.","Whether you’re driving with one hand on the steering wheel or reading a book while flipping pages - all you need is one hand (droid sipper flask) to effortlessly lift, click, & sip.",Durable|Double wall glass,Stotodo droid sipper flask is designed to make hydration addictive and easy - the droid sipper flask is known for its lazy sipping experience.
6ce5b869-4c45-4f8b-9736-cbc93a6a862a,Clothilde,"Buy Clothilde Pendant Lamp – a sculptural design with a pleated cylindrical shade in soft pink. Made to order, ships in 8–14 days. Perfect for modern or boho interiors.","An elegant pendant lamp with a pleated cylindrical shade in soft pink, Clothilde casts a warm ambient glow while adding sculptural charm to modern and bohemian interiors.",3-D Printed,Clothilde lamp lighting 3D-printed lamp Designer home decor
42ef303c-8a38-46e5-a560-6a3960fd4a30,Quartz | Modern Classic,"Shop the Quartz | Modern Classic watch – featuring alloy and zebra wood design, Japanese quartz movement, and 3 ATM water resistance. Model GT064-4.","Bold black dial with zebra wood and alloy accents, crafted for minimalists with sharp style and quiet strength.",Luxury ,"Bold black dial with zebra wood and alloy accents, featuring Japanese quartz movement and daily water resistanc watch."
898c15b7-8b63-4544-9e5d-08efd338d707,MESH SHELF,"Buy Mesh Shelf by WeAreNotice – crafted from bold MS wire mesh with a flowing curved design. Perfect for books, décor & essentials, this shelf blends functionality with artistic form for standout wall storage.","It’s a piece that combines functionality with artful form, allowing you to display decor, books, or essentials while adding character to your space.",Aesthetic|Handmade,"MESH SHELF by we are notice with its flowing, curved shape and bold MS wire mesh design, the Mesh Shelf, Redefines wall storage."
381ed05d-fcd3-48f4-b662-c7facd020533,EXTRUSION VASE - RED,"Buy Extrusion Vase - Red. Crafted from aluminum extrusion profiles, this sleek industrial vase holds water to preserve flowers and memories. A bold yet minimal statement where raw structure meets softness.","Engineered from raw aluminum profiles, this vase balances structure and sentiment-designed to carry water, flowers, and the quiet stories they tell.",Aesthetic,"flower pot, vase , red , gift"
6860fa22-c5d7-47a8-af51-98a11df10688,CUBAN CHAIN (GOLD),"Shop Cuban Chain 8MM (Gold) – bold 18K gold-plated Cuban link chain made from recycled stainless steel. Waterproof, anti-tarnish, and snap-proof for everyday wear.","Not just an accessory — a statement. The 8MM Cuban Chain brings heavyweight links dipped in 18K gold, designed to shine without compromise. Waterproof, anti-tarnish, and secured with our snap-proof clasp, it’s built for everyday dominance.",Jewellery|Aesthetic,"An 8MM Cuban chain crafted in recycled 316L stainless steel with 18K gold vermeil. Bold, durable, and waterproof with a snap-proof clasp."
d09587c3-b92c-4e92-8378-3353b3895e01,Solid Cotton Blend Oversized Shirt – Frost,"Buy Solid Cotton Blend Oversized Shirt Frost – crafted from a textured cotton-spandex blend for comfort and style. Features a relaxed oversized fit, button-down front, and minimal design. A versatile wardrobe essential, made in India.","Clean lines, relaxed fit, and a textured cotton-spandex blend – the Solid Cotton Blend Oversized Shirt Frost is tailored for comfort with a Tokiké twist. Minimal yet versatile, it’s your go-to for effortless styling.",Made in India|High Comfort|Oversized fit,Solid Cotton Blend Oversized Shirt Frost men clothing white texture
c874ba62-619f-476f-a537-225815ccfa4c,Roronoa Zoro One Piece Hand-Tufted Rug,"Bring Zoro’s fierce spirit home with the Roronoa Zoro One Piece Hand-Tufted Rug by Just Rugs. Crafted from plush New Zealand wool with an 18mm pile & 4000 GSM density for comfort, durability & bold anime-inspired style.","Inspired by his iconic three-sword style, it adds a touch of strength and adventure to your space. Perfect for those who admire bravery and boldness.",Made in India|Handmade|Rugs,Bring Zoro’s fierce spirit into your home with this striking rug.
bf6b8c40-c52a-4998-b4b2-c6652095d9f9,Brewski shaker/infuser,"Buy Stotodo Drink Mixer & Infuser – a 300ml double-wall glass shaker with built-in strainer. Perfect for coffee, tea, cocktails, protein shakes & more. Brew, mix & enjoy drinks anytime in under 30 seconds.","Brew it all, whether it be your morning coffee, afternoon tea, or your favourite cocktail at night. Your new favourite stotodo brewski",Durable|Double wall glass,"With its revolutionary double-wall glass and strainer (stotodo brewski) - you can now make any drink in under 30 seconds, without any tools."
b38f18a3-7000-4826-91e4-19ad68d29237,TIDE | Ocean Grain,"Shop the TIDE | Ocean Grain watch – crafted with zebrawood and vibrant blue details, featuring automatic movement and 3 ATM water resistance. Model GT159-3.","Energized by the ocean, elevated by design. Zebrawood textures meet vibrant blue accents for a watch that makes waves without a word.",Luxury ,"Zebrawood textures meet vibrant blue accents — energized by the ocean, elevated by design."
6dbb8d4b-f022-4f89-8cda-3be754987d44,FeralWalk Oversized Cargo Joggers - Blood Red,"Shop FeralWalk Oversized Cargo Joggers – Blood Red by Gymbaby. Made from 100% cotton, 300 GSM terry fabric for ultimate comfort. Oversized fit, fade-proof & stretch-proof prints – India’s first of its kind.","Built for the Antiheroes: Prints that last, Fabric that performs, and a price that fits.",High Comfort|Bodyfit|300 GSM,"FeralWalk Oversized Cargo Joggers - Blood Red by gymbaby is premium joggers perfect for gym. Truly exclusive, yet won't make you overpay"
24a5842e-0cd1-41e5-b1c2-c3831e69c284,PERSONALISED PUZZLE NECKLACE SET OF 2 - 18K GOLD/WHITE GOLD PLATED,"Buy the Personalised Puzzle Necklace Set of 2 by Bria Jewels – 18K gold or white gold plated, custom engraved for two. Hypoallergenic, waterproof, and tarnish-resistant—crafted from premium 316L stainless steel for lasting shine and love.","Two halves, one connection. Engrave your bond and wear your story close to your heart.",Jewellery|Aesthetic,A matching 18K gold or white gold-plated puzzle necklace set – uniquely engraved for two hearts that fit perfectly together.
9c8a80fb-a7de-4f69-aaa5-93cf1ece9396,The Pango V2.0 Camera Travel Backpack,"Buy Carrypro Pango V2.0 Camera Backpack – crafted with premium water-resistant fabric, detachable camera cube, 15.6"" laptop & iPad compartments, quick camera side access, tripod holder & rain cover. Perfect for travel & pro creators.","Introducing PANGO V2.0 Camera Travel Backpack/Bag – your ultimate travel companion for photography on the go! Designed for photographers, travelers, and creators.",Made in India|Warranty,carrypro backpack bag travel weekend carry mountain travel overnight
94c3facd-d50a-45c8-bc67-7b121fd6c329,AMERICAN EXPRESS CARDS,"Shop the American Express Cards Frame — a premium novelty display featuring AMEX card replicas in a sleek black frame. Custom name engraving available.
(Note: For decorative use only; not real currency or financial product.)","A collectible masterpiece featuring American Express Cards elegantly framed — the ultimate wall art for finance and design lovers.
(Note: This is a novelty decorative piece and not a functional or real financial product. Custom name engraving available — confirmation email sent before engraving.)",Luxury ,American Express Cards Premium Decorative custom luxury
b914a577-cec7-48b4-854f-a30d627237f5,Pure Driving Bliss Combo,"Experience luxury on the go with Bombay Musk’s Pure Driving Bliss Combo. Two 30ML alcohol-free car perfumes (Cool Water & Citrus), 200+ sprays, 60+ days of freshness, and a free Magic Charcoal worth ₹299. Safe for pets and kids.","Drive in pure luxury with the Bombay Musk Pure Driving Bliss Combo, featuring two organic, alcohol-free car perfumes - Cool Water and Citrus — for lasting freshness, comfort, and sophistication on every ride.",,car aroma musky combo organic perfume
292e7983-716c-49b3-aca1-1e5d0cda5032,Blocks desk & table organiser,"Buy Blocks Desk & Table Organiser – a 6-in-1 beechwood organiser set for decluttering desks & tables. Holds chargers, cards, phone, earphones & more while adding a sleek, polished touch to your space.","Blocks were designed to declutter and organize your space effortlessly. Whether it’s your work desk or bedside table, Blocks fit seamlessly into any setting.",Durable|Blocks,"Stotodo Organising blocks set includes six versatile wooden blocks, each crafted with a unique function in mind."
5b60cf11-47a5-4652-8da3-6d40034f6de6,Balengiaga x Crocs hardcrocs,"Discover the Balengiaga x Crocs Hardcrocs - a replica of the Balenciaga x Crocs design that blends style, durability, and comfort. Perfect for everyday wear with a slip-resistant sole and fashion-forward look.",Balengiaga x Crocs Hardcrocs - A replica of the iconic collaboration combining fashion-forward design with all-day comfort and durability.,,Balengiaga x Crocs Hardcrocs black crocs footwear japanese
3983b860-237e-41c4-b100-296080a1df6f,Travis X Fragment Rug,"Buy Travis X Fragment Rug by Just Rugs Co – a premium hand-tufted rug crafted from 100% New Zealand wool. Featuring bold Travis Scott-inspired design, 4000 GSM cut-pile, and expert craftsmanship for fashion-forward décor.",Show off your style with the Travis X Fragment Rug!,Made in India|Handmade|Rugs,"t features cool designs from the Travis Scott collection, making it a trendy and eye-catching addition to your room. Perfect for fans of modern fashion."
26187ad1-136c-4fee-a3a3-40dcf358c3d7,FACET Mobile and Tablet Stand - Graphite,"Buy NUMIN Facet Mobile and Tablet Stand in Graphite – Reduce neck strain, boost airflow & work smarter. Built from industrial-grade aluminum for long-lasting support.",A desktop stand for mobile and tablet. Designed with the perfect angle for video conferencing and everyday viewing.,Durable|Portable,Facet mobile Graphite TRI design desk stand Industrial-grade aluminium stand Waterproof powder-coated finish Soft padded front with slip-resistant base tablet
16f4e946-e721-494a-b723-e54fc9f804cd,SHADOW | Bold Precision,"Shop the SHADOW | Bold Precision chronograph watch – crafted with ebony, sandalwood, and stainless steel. Features quartz movement, luminous markers, and sun–moon phase. Model GT111-1.","Rugged yet refined — Shadow blends ebony, sandalwood, and stainless steel with chronograph detailing, luminous markers, and a sun–moon phase. A bold statement of style and strength.",Luxury ,"Ebony wood and stainless steel chronograph watch with sun–moon phase, luminous markers, and quartz precision."
b0630105-91e3-4965-b6d5-b4ef9740bb9e,The Minimalist Compression - Purple,"Buy The Minimalist Compression – Purple by Gymbaby – India’s first fade-proof & stretch-proof compression wear. Built with high-performance fabric, lasting prints & an exclusive antihero edge.","Built for the Antiheroes: Prints that last, Fabric that performs, and a price that fits.",High Comfort|Bodyfit,"The Minimalist Compression - Purple by gymbaby is a premium compression shirt. Truly exclusive, yet won't make you overpay"
79017b07-2330-4629-8b27-3bd9eb54a695,STARRY NIGHT BRACELET - 18K GOLD-PLATED,"Buy the Starry Night Bracelet – 18K gold-plated luxury by BRIA. Elegant, adjustable, and customizable with engraving or gift wrap. Affordable luxury that shines brighter than real gold—perfect for gifting or self-love.",Where elegance meets the cosmos - shine like the stars you’re made of.,Jewellery|Aesthetic,"Crafted with thick 18K gold plating and celestial detailing, the Starry Night Bracelet by Bria Jewels captures the elegance of the night sky — timeless, radiant, and endlessly versatile."
1ce9429a-b3a1-4b71-8cf6-6de58255f8dd,CORDUROY SHACKET,"Shop the Corduroy Shacket – oversized unisex jacket shirt made from 300 GSM premium corduroy. Durable, stylish, and versatile for layering. Perfect mix of comfort, texture, and streetwear appeal.","An oversized unisex corduroy shacket crafted with a sturdy 300 GSM weight. Combining timeless corduroy charm with a practical jacket-shirt design, it’s a wardrobe essential for effortless layering and streetwear edge.",Oversized fit|330 GSM,A versatile oversized shacket in premium 300 GSM corduroy. Perfect balance of rugged durability and everyday style.
244dad6a-205d-445f-a1a2-ebff0c601c22,Dark Choco Pretzels (30G PACK),"Buy Dark Choco Pretzels - crunchy pretzel knots coated in rich dark chocolate. A bite-sized, guilt-free treat made with quality ingredients. Perfect for snacking, sharing, or pairing with coffee, tea, or wine.","Crunchy pretzel knots dipped in rich dark chocolate for the ultimate sweet-salty snack. Bite-sized, shareable, and made with quality ingredients—perfect with coffee, tea, or wine.",Yummy|Baked|Low Calorie,Dark Choco flavored pretzels Chocolatey flavor Crunchy On-the-go snacks
53a63431-86c3-47a7-9d90-c631e1960d0e,Embroidery Logo Navy Blue Baseball Cap,"Buy Hustle Groove Co. Embroidery Logo Baseball Cap in Navy Blue – crafted with premium fabric, adjustable fit, and signature logo embroidery. The perfect mix of urban flair, comfort, and timeless style.","Crafted with premium materials and designed to be your everyday go-to accessory, this cap exudes confidence and style.",Made in India,"This cap instantly adds a touch of urban flair to any ensemble. Whether you're hitting the streets, heading to the ballpark, or simply running errands, this cap effortlessly elevates your look."
8f3b2032-28ad-46ba-a2de-54db918c02e9,FLARE | Bold Spark,"Shop the FLARE | Bold Spark watch – crafted with walnut wood and smoky dial, featuring automatic movement and 3 ATM water resistance. Model GT159-4.",Smoky dial with vivid yellow hands and walnut wood casing – a statement of bold energy and unmistakable presence.,Luxury ,"Walnut wood watch with smoky dial, vivid yellow accents, and automatic movement for bold, unmistakable presence."
7c1ac441-61fa-4076-bc1b-331b95971f78,Nazar Cuff (Gold),"Buy Nazar Cuff (Gold) – a textured gold bracelet featuring emerald evil eye motifs and sparkling CZ details. A bold, protective statement piece for any modern jewelry collection.","A striking cuff bracelet crafted in textured gold with emerald-toned evil eye motifs and shimmering CZ accents. The Nazar Cuff blends protection with bold style, making it a standout accessory for day or night.",Non-Basic Bling|Jewellery,Hand Cuff  Nazar Cuff Gold 316L stainless steel PVD-plated jewelry girlfriend gift accessories bracelet premium elegant
193af4d1-0ba0-44f3-8f36-f83891b86705,Loop Dual-Side Mouse Pad in Vegan Leather,"Buy Loop Dual-Side Mouse Pad – a premium vegan leather pad with tan & blue reversible design. Water-resistant, cushioned, and durable with stitched edges for smooth tracking and all-day comfort.","Upgrade your desk setup with this premium 12 x 9-inch capsule-shaped mousepad, made from ultra-soft, padded vegan leather.",Durable|Portable,"Reversible with warm tan on one side and calming blue on the other, it combines style and versatility."
8d5de6be-335e-42a7-98b2-50a33e846dc1,FROSTED PRESSING HOOP/CUFF (GOLD NON-PIERCED),"Shop GRYTT Frosted Pressing Hoop/Cuff (Gold Non-Pierced) - crafted from 316L recycled stainless steel with 18K gold vermeil. Frosted matte finish, bold industrial design, waterproof & anti-tarnish. Built for everyday grit and style.","The Frosted Pressing Hoop/Cuff (Gold) embodies bold simplicity. Its frosted texture and sharp lines strike a perfect balance between industrial grit and refined style. Made from 316L recycled stainless steel with 18K gold vermeil, this non-pierced piece is waterproof, anti-tarnish, and designed to outlast trends — for those who lead with quiet confidence and relentless grit.",Jewellery|Aesthetic,"The Frosted Pressing Hoop/Cuff in Gold redefines minimal luxury. Made from 316L recycled stainless steel with 18K gold vermeil, its frosted texture and clean silhouette create an unapologetically bold, non-pierced statement. Waterproof, anti-tarnish, and built for the grind."
a5c70a65-aef5-49af-b70b-3da34bd1b75c,Pillar portable glass bottle,"Buy Stotodo Pillar Glass Bottle – a 1000ml borosilicate glass bottle with protective silicone sleeve & bamboo lid. Durable, stylish & portable with cotton-rope loop, perfect for gym, travel & everyday hydration.","Pillar helps you achieve your daily hydration goals with its helpful levels. Whether morning or evening, every line is a sip that counts so that you can stay hydrated like a caterpillar.",Durable|Double wall glass,"Introducing the Pillar Glass Bottle – your ultimate hydration essential, inspired by the caterpillar. Crafted with a flawless blend of sophistication and practicality, this 1 litre glass bottle is designed to elevate your hydration experience."
339bc74c-0396-42f1-8969-2472c7fce88a,SUZETTE Travel Pouch (Cacao),"Discover Suzette by Tokiké – a cacao travel pouch made with premium yarn-dyed canvas, waterproof lining, and durable zips. Compact, multipurpose, and handcrafted in India for explorers at heart.","Born from the soulful ‘Susegad’ of old Bombay, Suzette is a pouch that carries the calm spirit of explorers and wanderers everywhere it goes.",Made in India|Unisex|Hand Made,"SUZETTE cacao multipurpose travel pouch in premium yarn-dyed canvas, waterproof lining, durable zip and side-loop grip"
dc7bec2e-53db-4380-878e-e5f0a31f6eaf,Nox Table lamp,"Buy Nox Table Lamp – a modern blend of art and function. With a sculptural base and geometric shade, it adds soft, stylish illumination to any contemporary space.

Would you like me to also create a short version of the description (1-2 lines) for catalog or listing pages where space is tight?",The Nox Table Lamp blends artistic form with soft illumination. Its sculptural base and geometric shade create a striking accent piece that elevates any modern interior.,3-D Printed,Nox Table Lamp  lighting 3D-printed lamp Designer home decor table lamp
b777a8e2-6a49-46fd-8338-5237c32ce06f,OCEANIC | Raw Precision,"Shop the OCEANIC | Raw Precision watch – featuring a teal skeleton dial, snakewood, polished steel, and mechanical movement. Model GT114-2 with 3 ATM water resistance.",Rich snakewood with a bold teal skeleton dial — refined with polished steel accents and transparent detail.,Luxury ,"Teal skeleton dial paired with rich snakewood and polished steel accents, featuring quality mechanical movement."
